author,published_at,like_count,text,video_id,public
@chrislastnam6822,2023-11-24T04:03:05Z,0,"Many of us think of houses as works of art and we want beautiful ones. This guy wouldn't mind living in jail . 
He overlooks the issue of whether houses in your city go up astronomically , very little or not a all.",g1bOstgCQsM,True
@Mark-sy2bx,2023-11-22T23:28:23Z,0,Just not being harassed by a land lord is worth buying.,g1bOstgCQsM,True
@Lion_McLionhead,2023-11-22T22:44:53Z,0,Forget owning a house & just retire for half the price.,g1bOstgCQsM,True
@drose91,2023-11-21T23:36:06Z,0,The cost of buying and selling in France is roughly 16%. It's years worth of savings thrown out the window. Buying can be a good idea if you never sell! 😅,g1bOstgCQsM,True
@DarrenSemotiuk,2023-11-21T18:19:30Z,0,Landlords hate the TechLead for revealing this one trick...,g1bOstgCQsM,True
@samanthaxxxtangxxx3994,2023-11-21T14:00:46Z,0,"i am christian. the bible is true god is real.
one god. earth is flat. blessing to all. 😀❤️👍",g1bOstgCQsM,True
@CursedOnii,2023-11-20T19:02:57Z,0,Thanks bro!!,g1bOstgCQsM,True
@grafdp,2023-11-19T00:03:20Z,0,"Hm. I don't really get the calculations. Why should I pay rent, so someone else can get richer? Also it's a completely different feeling to live in your own house where you can do whatever you want, instead of living in a house where you know it doesn't belong to you. Mentally it just doesn't feel right.",g1bOstgCQsM,True
@sadatmoya1016,2023-11-18T13:47:45Z,0,"here in Uganda as soon as you own a house, you don't need to pay tax for it for a life time",g1bOstgCQsM,True
@StfuSiriusly,2023-11-17T21:08:34Z,0,people still watch this guy??,g1bOstgCQsM,True
@Riggsnic_co,2023-11-17T01:52:01Z,192,"In my opinion, a housing market crash is imminent due to the high number of individuals who purchased homes above the asking price despite the low interest rates. These buyers find themselves in precarious situations as housing prices decline, leaving them without any equity. If they become unable to afford their homes, foreclosure becomes a likely outcome. Even attempting to sell would not yield any profits. This scenario is expected to impact a significant number of people, particularly in light of the anticipated surge in layoffs and the rapid increase in the cost of living.",g1bOstgCQsM,True
@laserdrip,2023-11-16T00:32:25Z,0,"""But bro you're just throwing your money away if you rent!""",g1bOstgCQsM,True
@50tigres79,2023-11-13T21:41:47Z,0,"when u own a home , you don't need to fix things up every day.",g1bOstgCQsM,True
@Elsolocup,2023-11-13T20:25:12Z,0,"I, dont, wanna, live in a van🎶🎵🎵",g1bOstgCQsM,True
@arcan762,2023-11-13T02:25:45Z,0,only a tech lead would open a terminal and use python to do basic math vs just using the default calculator app 😅,g1bOstgCQsM,True
@siroliver8367,2023-11-09T07:55:40Z,0,😊    😊,g1bOstgCQsM,True
@jamesbell8148,2023-11-08T13:42:01Z,1,Speaking as a home developer myself find a home in a medium to well area so you wont hate your neighbours and area preferred detached with a decent amount of land on the house  if possible. Lastly most of tge working appliances are good elec plumbing  if its run down its ok because you woukd want to redecorate anyway,g1bOstgCQsM,True
@joequinal,2023-11-08T12:45:51Z,0,"Disagree with your take on what Realtors do.   It’s obvious you don’t understand that they could be showing the house many many times to try to sell it and put up with tough lenders, sellers (who think they just have to take/post pictures, etc) as well as people who back out of deals and so on.  You should watch Skill Share on how to be a realtor so you can speak intelligently about what a realtor really does.",g1bOstgCQsM,True
@huckfin1598,2023-11-08T12:09:56Z,1,On the flip side if it’s a rental you can deduct all expenses and improvements. When you live in the house none of your expenditure is deducted,g1bOstgCQsM,True
@ghensao4027,2023-11-08T10:30:14Z,1,putting all cash towards buying a house is just plain dumb these days. RE returns are way too low compared to stonks. Leverage is the only thing that makes it investable.,g1bOstgCQsM,True
@mike888_ca2,2023-11-08T10:06:42Z,4,"Nice analysis for buying homes with cash.  I think it is more complicated with a mortgage, since you need to factor in the likely benefit of currency debasement over the duration of the loan.  It is possible the rate of currency debasement will exceed the interest rate of your mortgage.",g1bOstgCQsM,True
@sebastienvttiste7233,2023-11-08T09:16:33Z,2,"Bought house 10 years ago. Value is 2.5x more now, and rent is also 2.5x more expensive. Inflation is big criteria to take into account. What you can afford today might not be affordable tomorrow",g1bOstgCQsM,True
@ccoe3237,2023-11-08T08:24:41Z,0,"You're right. In this dog eat dog world everyone is out for themselves, each person or collective of people have an agenda. In the case of the Wall Street Journal, who knows what could have happened behind the scenes. There could be political pressure or there could be a lot of money exchanging hands for the article and some investors had a lot of money in letting or were looking to let, and they needed a bit of a boost. See, people are suckers for ""cherry picked"" stats and they are lazy. They don't look at the whole picture. They don't do their own research. That is the key - to do research beyond what media or others say. Yes there may be articles which contradict and say from both sides of the argument. At this point people should realize - it's up to them. It's up to the individual to make their own choices - and one of them is ""Do you want to just believe what you are told or do you want to do the intelligent thing and question everything.",g1bOstgCQsM,True
@mmmm-wm8ci,2023-11-08T05:58:22Z,0,Depends whether u buy independent house/villa or flat in some society,g1bOstgCQsM,True
@ericmed,2023-11-08T01:43:44Z,0,Or be a millionaire living in a 🚐,g1bOstgCQsM,True
@Death_Metal_Head,2023-11-08T00:16:34Z,5,For probably the next decade at least the average rate will likely hover around ~8.5-10% (based on historical examples). People will wish they'd bought sooner.,g1bOstgCQsM,True
@mavram,2023-11-07T08:48:05Z,0,next you should consider getting re-married in order to get better tax savings,g1bOstgCQsM,True
@Wolfsheim23,2023-11-07T00:31:01Z,0,But why rent your own home to yourself? .. You're not paying tax on your mortgage.  So hows this a tax benefit?,g1bOstgCQsM,True
@someguy4213,2023-11-06T19:54:54Z,0,Okay… so what I’m getting from this is that if I only have 30k in savings.. make 65k a year… and want to buy a 270k house in dallas with a mortgage interest rate at 8%… I shouldn’t do it? I should just rent? 😢,g1bOstgCQsM,True
@HDBnB1,2023-11-06T18:24:22Z,0,Random video request but can you make one talking about the clothing you buy that you feel is worth it.  I see that arcteryx drip on you currently and curious on how you like it,g1bOstgCQsM,True
@rctowns,2023-11-06T17:41:56Z,0,re: Imputed Rent - how does one 'rent' a house that they own free and clear? Put the house in an LLC and pay rent to the 'owners' (one's self)? Does this actually offset property taxes? Not sure I'm getting it...,g1bOstgCQsM,True
@REALjackiehu,2023-11-06T16:47:38Z,1,Never an issue for me cuz I could never afford a house in cali.,g1bOstgCQsM,True
@dachicagoan8185,2023-11-06T16:18:31Z,0,Another financial video after you said you wouldn't do these anymore,g1bOstgCQsM,True
@Aaron-hn9hv,2023-11-06T14:14:11Z,1,If you're a millionaire why do you even have a sponsor,g1bOstgCQsM,True
@Frantzdyromain,2023-11-06T13:46:09Z,3,My hands are fragile 🤣,g1bOstgCQsM,True
@muhammadammar5426,2023-11-06T13:21:51Z,0,where your video about israel - palestine conflict. i search but not find that video anymore,g1bOstgCQsM,True
@ZioMatrix001,2023-11-06T12:38:55Z,8,"The advice in the video is excellent and true for an ambitious person. It was easier for me to get rich when i learnt the method of diversification for my investment portfolio. Like spread my investments across different asset classes to manage risk. I focused on capital appreciation through high-risk, high-reward assets. Income-oriented strategies target regular income from dividend stocks and bonds. Used the value strategy to seek out undervalued assets for potential long-term gains. Worked magic!",g1bOstgCQsM,True
@Theprouteu,2023-11-06T06:10:14Z,0,You'll own nothing and you'll be happy ?,g1bOstgCQsM,True
@theadamproject8163,2023-11-06T06:09:33Z,0,🚀🐸💯X PEPE 💯x🐸🚀,g1bOstgCQsM,True
@OM-pu9yi,2023-11-05T20:31:07Z,1,"I am recently buying a propery, the payment is just 1/5 of my income, close to the beach and a valley, even if I don't get to have it as my permanent residence, the deal is pretty good",g1bOstgCQsM,True
@WhiteCalvus,2023-11-05T19:12:32Z,17,"LOL. a summary of what I've discovered years ago. I rather just rent, and invest my money, however right now any investment is kinda shaky... Been renting since 2016... All investment advisors say ""don't put all your eggs in one basket"", however when the average person is buying a house, they liquidate everything and put it in one basket, then they are tied down for 20+ years in a mortgage",g1bOstgCQsM,True
@ayush0477,2023-11-05T19:01:03Z,0,"""multiple house buying is a outdated concept""
 Chinese citizen are laughing.",g1bOstgCQsM,True
@firesign4297,2023-11-05T18:59:37Z,0,😊👍🏿👍🏿😊,g1bOstgCQsM,True
@cavejohnson4054,2023-11-05T17:48:37Z,7,"You need 3x the marginal income needed to Rent vs Owning (*if your property is paid off). That is because Landlords ask for income 3X your rent. Yes, you still have maintenance, insurance, taxes as a homeowner, but the rate of change goes up by X, but the income you need to rent goes up by 3X, and incomes don't rise with inflation for most people",g1bOstgCQsM,True
@xenium-uu8fh,2023-11-05T16:25:50Z,1,"Better to buy a home with cash instead of mortgage (pay interest until you die) pass it to your kids? Ok good luck with the inheritance, and property tax. Hopefully your kids are successful. Most children born into a world with successful parents end up becoming lazy and doing the bare minimum in life",g1bOstgCQsM,True
@machib77,2023-11-05T16:21:51Z,0,I could swear I saw this video weeks ago,g1bOstgCQsM,True
@conradbo1,2023-11-05T15:22:27Z,6,I agree with most of what you are saying. It is important to do these calculations to make the best decision that is in line with one's situation. Very good and concise video also.,g1bOstgCQsM,True
@Wong-Jack-Man,2023-11-05T14:41:13Z,4,"Today I own nothing and happy. I had 3 rent investment incomes a nice salary job in tech etc. I’m happy “ not owning anything and being happy.” The more things you own the more attachment you have. If you want to invest in a personal home or rentals know everyone and their second cousin is doing it. You won’t make money off it as the average layman even those who have mansions aren’t either as techlead has mentioned it’s just a good safe long term asset but with that will come ups and downs, risk and work. It’s not as passive as it’s made out to be. Nothing that makes good money is easy. People should stop getting into all the multiple streams of income and hustle bandwagon that even in of itself is a bubble. It’s good to learn investments but people can learn to be financial secure and comfortable without delving into the next grand idea that everyone has already been doing. Start small buy as much as you can with cash down and slowly move up.",g1bOstgCQsM,True
@Diego0wnz,2023-11-05T13:56:00Z,0,Why do you care so much,g1bOstgCQsM,True
@TheBruceKeller,2023-11-05T13:41:32Z,2,"One thing I wish I would have had hammered into my head is that a mortgage for the most part isn't going to go up all that much if you get fixed rate. Sure, mortgage/homeowner's insurance and taxes can go up some, but not the way I've seen rent increase. If people are confused as to who is still spending so much out there, it's the people that are only paying $1000 a month on their mortgage from 2010 but making current day wages! There are people that didn't want to keep up with the Joneses and didn't have to move that are just paying taxes and insurance each month and already paid off their mortgage. Must be nice.",g1bOstgCQsM,True
@abdulkhaliq297,2023-11-05T09:49:11Z,0,I can see Grapham Stephen reacting to this and maybe even seeing this comment,g1bOstgCQsM,True
@jacquesthebeux7212,2023-11-05T06:58:33Z,1,Tech Lead is the realist ninja in the game! No fluff! Youre invited to the cookout✊🏾,g1bOstgCQsM,True
@BrunoAlves-uy3sl,2023-11-05T05:58:06Z,3,It is weird to watch a multi millionaire promoting Skillshare 🤔,g1bOstgCQsM,True
@kt4044,2023-11-05T01:46:53Z,1,long live techlead,g1bOstgCQsM,True
@Homepreneur-Earn-O-Mation,2023-11-05T01:40:07Z,1,"And, how is paying the mortgage and then paying myself rent any different from just paying the mortgage? Money going from me to me is a wash. Is he talking about tax deductible rent in the case of a home business, which is typically less of a deduction than the standard deduction? Really lost me on that renting to myself thing.",g1bOstgCQsM,True
@GodwinWoo,2023-11-04T23:31:24Z,0,This video was probably the least informative among the videos. Most people have done these calculations already.,g1bOstgCQsM,True
@brutaka5058,2023-11-04T21:31:58Z,4,Great video. This type of content gives me hope for humanity.,g1bOstgCQsM,True
@gojiberry5619,2023-11-04T19:55:34Z,23,"My math for my current situation: I pay $2,100 to rent 2 bedroom apt. I have 130K in saving account which gives me around $370 interest per month. For the house with price range of 650K i will pay around $4,200 mortgage if I put 20% down. In my case I need 50% downp payment to pay around 2,300-2,500 mortgage. I will stay in this apt for 2 more years to save more money and than same house I will buy for 500K.",g1bOstgCQsM,True
@herikaniugu,2023-11-04T19:47:51Z,0,You can buy land and build a house for $100k in some beautiful African cities.,g1bOstgCQsM,True
@dragonnguyen2598,2023-11-04T18:48:58Z,0,TechLead was rushing to share with you something right after a meeting with a RealtorLead :) . I guess he can approve any git pull request at the moment. ,g1bOstgCQsM,True
@ryanhill906,2023-11-04T16:58:30Z,6,"Yeah the gov is not losing money on a theoretical rent transaction. You could just as easily freeload with roommates who pay rent and avoid the same cost. US Gov has traditionally incentivized home ownership thru favorable capital gains rules, writing off mortgage interest, etc. It does this because it's a net positive for a healthy middle class... which in turn results in MORE revenues to the gov. Edit: Great video!",g1bOstgCQsM,True
@jcbryant4200,2023-11-04T16:17:56Z,0,"Seems there are a wave of YouTubers espousing the advantages of renting over buying lately to an extent that one might consider it a conspiracy. Though I have to agree with current interest rates and prices that are still way beyond affordable for most people, renting is probably the only option. But buying is still the ideal.",g1bOstgCQsM,True
@bongarozani272,2023-11-04T16:08:21Z,1,"""I don't own any apartments"" Two seconds later ""I just rent my apartments"" 😅😅😅 Techlead bro",g1bOstgCQsM,True
@HyperionStudiosDE,2023-11-04T14:09:14Z,1,"""If you're renting you can invest your assets.""  I don't understand what you're saying. The rent you pay is gone, you can't invest it. Also why do people always use the first mortgage payment to compare when the payments significantly decrease over time as your debt decreases?",g1bOstgCQsM,True
@user-en5ml7ep8b,2023-11-04T13:27:59Z,1,Spot on!,g1bOstgCQsM,True
@faceofdead,2023-11-04T07:08:32Z,0,Prices are crazy... Living on rent is Half-Life... I prefer a freaking caravan instead. Paying Tax for a house i give for rent? Pfff never.,g1bOstgCQsM,True
@brandonwhite5491,2023-11-04T06:56:58Z,2,"The biggest factor people underestimate is not knowing whether you really want to stay in one part of the world for more than a few years. 

If you aren't old and decaying or don't have to deal with a family, you're probably gonna want to move around while you're still free.",g1bOstgCQsM,True
@Hermetic_,2023-11-04T06:22:34Z,0,3:54 You live in Irvine? Why? Have you made a video on this?,g1bOstgCQsM,True
@Hermetic_,2023-11-04T06:21:33Z,0,3:23 wework. Shocking 🤔,g1bOstgCQsM,True
@dfrank2044,2023-11-04T05:24:15Z,1,"Living under a bridge in LA is better no payments, gratis.",g1bOstgCQsM,True
@riffdealer,2023-11-04T03:56:02Z,0,"@TechLead been watching your videos for years. I have to give you a quick suggestion after all these years. You say ""climbing rates"" but you pronounce the B in CLIMBING. Make sure the B is always silent. So climbing is pronounced KLIIME-ING. 
I noticed this and thought I should say something. Thanks.",g1bOstgCQsM,True
@buckerine,2023-11-04T03:21:33Z,3,TechLead's conclusion is hilarious. Basically another way of saying: don't buy.,g1bOstgCQsM,True
@123lowp,2023-11-04T02:48:57Z,0,I'd rather YOLO in the stock market than buy a boring house.,g1bOstgCQsM,True
@Noveleffect,2023-11-04T02:20:49Z,4,who here can actually afford several vacation homes? 😂,g1bOstgCQsM,True
@mister_ray,2023-11-04T02:19:29Z,16,It will never be cheaper than living with your parents.,g1bOstgCQsM,True
@123lowp,2023-11-04T02:17:25Z,1,Great analysis.,g1bOstgCQsM,True
@japrogramer,2023-11-04T02:11:32Z,0,Bought because I didn't want to be priced out again 😢,g1bOstgCQsM,True
@jessicapae9642,2023-11-04T01:27:03Z,0,"Have you thought about all the money printing this past three years?
I think there is too much money available. I think the price of most things will not go down, especially wages, food , fuel, utilities. I don't see real estate as an isolated asset that goes down alone.",g1bOstgCQsM,True
@cardiddev,2023-11-04T01:25:48Z,1,hilarious how you're basically just trying to be contrarian to WSJ,g1bOstgCQsM,True
@RoadTo19,2023-11-04T01:01:22Z,15,"You touched on it but renting is less risk.  If the oven goes out, call the property manager.  If the roof leaks, call the property manager. etc., etc.
 
If in fact property vales are going to tank, as the last video conveyed, regardless of one's situation buying is a poor economic decision.",g1bOstgCQsM,True
@WhyteHorse2023,2023-11-04T00:35:41Z,2,Time cost of money is what made the decision for me. I make more investing a down payment in stocks/options than I pay in rent. Totally a no-brainer.,g1bOstgCQsM,True
@stevenwistort9903,2023-11-04T00:31:32Z,8,"If you get a good deal on a house, in good condition, low maintenance, low taxes, low insurance, and pay cash, this can be a good thing over renting. Of course there are alot of variables in making a decision. I personally like the control of owning under the right circumstances.",g1bOstgCQsM,True
@MrDajiangyoude,2023-11-04T00:28:44Z,0,"Wow, my friend in Sunnyvale!",g1bOstgCQsM,True
@BUY_YT_VIEWS_m042,2023-11-04T00:19:15Z,0,dopeyyyyyyy,g1bOstgCQsM,True
@auctionmusic,2023-11-04T00:16:02Z,5,owning a house is your only shield from inflation,g1bOstgCQsM,True
@Kingromstar,2023-11-03T23:39:36Z,6,Techlead and I have like nothing in common yet we both think exactly alike,g1bOstgCQsM,True
@Peterogen,2023-11-03T23:37:39Z,1,Thans you ❤,g1bOstgCQsM,True
@tstanley01,2023-11-03T23:22:38Z,15,"The problem with that first graph comparing affordability is only comparing the first year of ownership. Your mortgage is fixed. Go ask anyone who has been paying on their mortgage for 15-20 years how much they are spending and it will probably be less than your grocery bill...Yes, owning is more expensive at first (it should be), but after 5 years?  after 10?",g1bOstgCQsM,True
@Peterogen,2023-11-03T23:21:32Z,0,Thans you ❤,g1bOstgCQsM,True
@jeffrelf,2023-11-03T22:53:16Z,3,"Unlike Seattle, Tokyo has affordable housing, 
& kids don't run around in packs, like stray dogs; Seattle should copy Tokyo.",g1bOstgCQsM,True
@Alexifeu,2023-11-03T22:44:13Z,5,I want a tiny house or mini house just for gaming so i can maximize my gaming with minimal work.,g1bOstgCQsM,True
@el_Gm,2023-11-03T22:41:14Z,2,"Don't forget you also can off set income tax with the depreciation of the house, actually the depreciation tax shield is most of the time what makes buying a house worth it.",g1bOstgCQsM,True
@Lucid.Insights,2023-11-03T22:41:03Z,1,No coffee today?? Disappointed lol,g1bOstgCQsM,True
@trawsoza2926,2023-11-03T22:17:07Z,0,"Renting sucks, eventually you will be priced out of a home and rent",g1bOstgCQsM,True
@user-jp3vc2nm4s,2023-11-03T22:16:46Z,4,Just buy fully no mortgage if you can afford..how are other people not paying same tax in same neighbourhood😂😂,g1bOstgCQsM,True
@ec188,2023-11-03T22:12:40Z,6,"7:56 You are few ones who are “logically reasoning”. I come up with the same result.
For me, I only rent. I am 90% confident I could make ~20% annual return “in long term” (decades) so it is not worth for me to buy a house. I make a few assumptions we are not going to WWIII, the US is not going to fall. Most houses will not give me 20% return annually after decades.

8:46 I believe you need to add the house insurance and maintenance. At the beginning, there is a down payment to lock up your asset to invest in the stock market. Since I never own a house, I am not sure how much it is.",g1bOstgCQsM,True
@futuremontreal,2023-11-03T22:01:08Z,1,Actually good advice! Thanks,g1bOstgCQsM,True
@mccoyji,2023-11-03T22:01:07Z,1,"Live at home with parents until they pass away.
Be a waiter....🤔🤣🍻😛🤪",g1bOstgCQsM,True
@con_sci,2023-11-03T22:00:14Z,12,I do the opposite of whatever this guy says and I made millions so far,g1bOstgCQsM,True
@crockett616,2023-11-03T21:59:52Z,8,12:10 wait... what??? Am I seeing this right?? Like I see 100k+ here? Per year? In tax? That is freaking insane!  I get it that this is Palo Alto and the houses are likely multi million dollar houses. But bloody hell!,g1bOstgCQsM,True
@ingen5161,2023-11-03T21:38:11Z,0,Maybe we should invest in your crypto instead? xd,g1bOstgCQsM,True
@RichardMitchell-nk9ec,2023-11-03T21:33:47Z,0,I turned fat from doing door dash I can't code because the paid training won't pay enough,g1bOstgCQsM,True
@RichardMitchell-nk9ec,2023-11-03T21:29:31Z,0,I made 900 a week at amazon warehouse and o got fired,g1bOstgCQsM,True
@shiptj01,2023-11-03T21:27:17Z,34,"They are both a ripoff in different ways. You just have to choose how you would like to be ripped off. No one wins in this life. Every decision we make is about how we would like to be ripped off, but no one is ever ahead.",g1bOstgCQsM,True
@crockett616,2023-11-03T21:26:34Z,0,"Wait, what does WeWork have do to with buying a house/appartment?",g1bOstgCQsM,True
@jimboyuk1,2023-11-03T21:21:10Z,2,"In the UK I’d say it’s now cheaper to buy than rent, as long as you ca. scrape together a deposit.",g1bOstgCQsM,True
@bluesky7704,2023-11-03T20:53:34Z,14,"You never own it, just leasing it from the government",g1bOstgCQsM,True
@ieatpaintchips72,2023-11-03T20:41:02Z,4,Do not get the fake hardwood flooring. You can refinish the real stuff multiple times.,g1bOstgCQsM,True
@cheronecom,2023-11-03T20:20:38Z,0,Landlords don't absorb taxes or repairs or HOA fees or anything else.  It all gets passed on to the lease at time of renewal or writing.,g1bOstgCQsM,True
@Shifty3651727,2023-11-03T20:16:16Z,2,"You are no multimillinaire, not even a millionaire tho",g1bOstgCQsM,True
@BennyOcean,2023-11-03T20:11:02Z,0,Voice overdub at 9:20. Any lip readers out there want to chime in?,g1bOstgCQsM,True
@elovesupreme1681,2023-11-03T20:04:25Z,2,"one good house is required, but mb  additional vacation house in woods is good idea too. So far i think living in the city in apartments are so bad for you health.",g1bOstgCQsM,True
@skeginaldp1533,2023-11-03T19:57:46Z,4,We love you TechLead.,g1bOstgCQsM,True
@kp2718,2023-11-03T19:55:57Z,1,"Wow, Palo Alto has crazy property taxes.",g1bOstgCQsM,True
