ori,agency_name,state_name,data_year,offense,Population,cleared,actual,crime_rate
WV0310100,Morgantown,West Virginia,2019,violent-crime,30955,37,67,216.44322403488937
WV0310100,Morgantown,West Virginia,2020,violent-crime,30955,27,66,213.2127281537716
WV0310100,Morgantown,West Virginia,2021,violent-crime,30955,57,89,287.5141334194799
WV0310100,Morgantown,West Virginia,2022,violent-crime,30955,45,84,271.36165401389115
WI0050200,Green Bay,Wisconsin,2018,violent-crime,108827,311,488,448.4181315298593
WI0050200,Green Bay,Wisconsin,2019,violent-crime,108827,379,531,487.9303849228593
WI0050200,Green Bay,Wisconsin,2020,violent-crime,108827,372,560,514.5781837227894
WI0050200,Green Bay,Wisconsin,2021,violent-crime,108827,321,498,457.60702766776626
WI0050200,Green Bay,Wisconsin,2022,violent-crime,108827,314,456,419.01366388855706
WY0010100,Laramie,Wyoming,2018,violent-crime,32473,22,32,98.54340529054906
WY0010100,Laramie,Wyoming,2019,violent-crime,32473,27,58,178.6099220891202
WY0010100,Laramie,Wyoming,2020,violent-crime,32473,30,52,160.13303359714223
WY0010100,Laramie,Wyoming,2021,violent-crime,32473,36,73,224.80214331906507
WY0010100,Laramie,Wyoming,2022,violent-crime,32473,18,34,104.7023681212084
AL0020100,Mobile,Alabama,2018,violent-crime,187041,846,1613,862.3777674413632
AL0020100,Mobile,Alabama,2020,violent-crime,187041,144,337,180.1744002651825
AL0020100,Mobile,Alabama,2021,violent-crime,187041,1274,2521,1347.8328280965136
AL0020100,Mobile,Alabama,2022,violent-crime,187041,1299,2218,1185.836260499035
AK0015600,Wasilla,Alaska,2018,violent-crime,10529,34,61,579.352265172381
AK0015600,Wasilla,Alaska,2019,violent-crime,10529,28,48,455.8837496438408
AK0015600,Wasilla,Alaska,2020,violent-crime,10529,39,78,740.8110931712414
AK0015600,Wasilla,Alaska,2021,violent-crime,10529,35,63,598.3474214075411
AK0015600,Wasilla,Alaska,2022,violent-crime,10529,34,53,503.3716402317409
AZ0070500,Chandler,Arizona,2018,violent-crime,257165,222,606,235.64637489549511
AZ0070500,Chandler,Arizona,2019,violent-crime,257165,250,593,230.59125464196137
AZ0070500,Chandler,Arizona,2020,violent-crime,257165,201,543,211.14848443606246
AZ0070500,Chandler,Arizona,2021,violent-crime,257165,181,536,208.4264966072366
AZ0070500,Chandler,Arizona,2022,violent-crime,257165,171,513,199.48282231252307
AR0720200,Springdale,Arkansas,2018,violent-crime,84161,178,404,480.03231900761637
AR0720200,Springdale,Arkansas,2019,violent-crime,84161,156,368,437.2571618683238
AR0720200,Springdale,Arkansas,2020,violent-crime,84161,168,359,426.5633725835007
AR0720200,Springdale,Arkansas,2021,violent-crime,84161,195,418,496.6671023395634
AR0720200,Springdale,Arkansas,2022,violent-crime,84161,228,496,589.3466094746973
CA0380100,San Francisco,California,2018,violent-crime,884198,2083,6144,694.8669868061227
CA0380100,San Francisco,California,2019,violent-crime,884198,1994,5933,671.0035535027223
CA0380100,San Francisco,California,2020,violent-crime,884198,1472,4796,542.4124460810814
CA0380100,San Francisco,California,2022,violent-crime,884198,1473,5323,602.0144809194321
CO0350300,Fort Collins,Colorado,2018,violent-crime,167830,258,388,231.18631948996008
CO0350300,Fort Collins,Colorado,2019,violent-crime,167830,241,378,225.22790919382712
CO0350300,Fort Collins,Colorado,2020,violent-crime,167830,280,457,272.29935053327773
CO0350300,Fort Collins,Colorado,2021,violent-crime,167830,322,527,314.0082226062087
CO0350300,Fort Collins,Colorado,2022,violent-crime,167830,397,540,321.75415599118156
CT0006400,Hartford,Connecticut,2018,violent-crime,121054,620,1313,1084.6399127662035
CT0006400,Hartford,Connecticut,2019,violent-crime,121054,464,1049,866.5554215474085
CT0006400,Hartford,Connecticut,2020,violent-crime,121054,488,1208,997.9017628496373
CT0006400,Hartford,Connecticut,2021,violent-crime,121054,203,782,645.9926974738546
CT0006400,Hartford,Connecticut,2022,violent-crime,121054,245,685,565.8631685033125
DE0020200,Middletown,Delaware,2018,violent-crime,22582,44,62,274.55495527411216
DE0020200,Middletown,Delaware,2019,violent-crime,22582,41,48,212.5586750509255
DE0020200,Middletown,Delaware,2020,violent-crime,22582,26,48,212.5586750509255
DE0020200,Middletown,Delaware,2021,violent-crime,22582,38,64,283.4115667345673
DE0020200,Middletown,Delaware,2022,violent-crime,22582,58,92,407.4041271809405
FL0480400,Orlando,Florida,2018,violent-crime,307573,914,2282,741.9376863378775
FL0480400,Orlando,Florida,2019,violent-crime,307573,835,2157,701.2969278837869
FL0480400,Orlando,Florida,2020,violent-crime,307573,1064,2524,820.6181947049968
FL0480400,Orlando,Florida,2022,violent-crime,307573,38,2597,844.3523976421858
ID0100200,Idaho Falls,Idaho,2018,violent-crime,63398,108,207,326.5087226726395
ID0100200,Idaho Falls,Idaho,2019,violent-crime,63398,102,185,291.8073125335184
ID0100200,Idaho Falls,Idaho,2020,violent-crime,63398,174,294,463.7370264046184
ID0100200,Idaho Falls,Idaho,2021,violent-crime,63398,115,234,369.09681693428814
ID0100200,Idaho Falls,Idaho,2022,violent-crime,63398,141,237,373.8288274078046
IL0990700,Joliet,Illinois,2018,violent-crime,148099,0,486,328.15886670402904
IL0990700,Joliet,Illinois,2019,violent-crime,148099,0,750,506.4180041728843
IL0990700,Joliet,Illinois,2020,violent-crime,148099,0,546,368.6723070378598
IL0990700,Joliet,Illinois,2021,violent-crime,148099,51,254,171.50689741321682
IL0990700,Joliet,Illinois,2022,violent-crime,148099,133,770,519.9224842841613
IN0710200,South Bend,Indiana,2018,violent-crime,103290,383,1069,1034.9501403814504
IN0710200,South Bend,Indiana,2019,violent-crime,103290,254,1361,1317.649336818666
IN0710200,South Bend,Indiana,2020,violent-crime,103290,280,1768,1711.6855455513603
IN0710200,South Bend,Indiana,2021,violent-crime,103290,81,572,553.7806176783813
IN0710200,South Bend,Indiana,2022,violent-crime,103290,10,67,64.86591151127892
IA0970100,Sioux City,Iowa,2018,violent-crime,82396,110,343,416.2823438030972
IA0970100,Sioux City,Iowa,2019,violent-crime,82396,116,392,475.75125006068254
IA0970100,Sioux City,Iowa,2020,violent-crime,82396,140,481,583.7662022428273
IA0970100,Sioux City,Iowa,2021,violent-crime,82396,139,481,583.7662022428273
IA0970100,Sioux City,Iowa,2022,violent-crime,82396,142,441,535.2201563182679
KS0460500,Olathe,Kansas,2018,violent-crime,139605,158,305,218.47355037427027
KS0460500,Olathe,Kansas,2019,violent-crime,139605,137,291,208.44525625872998
KS0460500,Olathe,Kansas,2020,violent-crime,139605,237,358,256.4378066688156
KS0460500,Olathe,Kansas,2021,violent-crime,139605,238,346,247.8421259983525
KS0460500,Olathe,Kansas,2022,violent-crime,139605,224,324,232.0833781025035
KY0300100,Owensboro,Kentucky,2018,violent-crime,59809,108,170,284.2381581367353
KY0300100,Owensboro,Kentucky,2019,violent-crime,59809,112,140,234.07848317142907
KY0300100,Owensboro,Kentucky,2020,violent-crime,59809,117,165,275.8782123091842
KY0300100,Owensboro,Kentucky,2021,violent-crime,59809,93,149,249.12638566102092
KY0300100,Owensboro,Kentucky,2022,violent-crime,59809,42,221,369.50960557775585
LA0280300,Lafayette,Louisiana,2018,violent-crime,126143,243,681,539.8634882633202
LA0280300,Lafayette,Louisiana,2019,violent-crime,126143,292,664,526.3867198338394
LA0280300,Lafayette,Louisiana,2020,violent-crime,126143,243,712,564.4387718700206
LA0280300,Lafayette,Louisiana,2021,violent-crime,126143,229,617,489.1274188817453
LA0280300,Lafayette,Louisiana,2022,violent-crime,126143,287,582,461.3811309386966
ME0030600,South Portland,Maine,2018,violent-crime,25606,26,36,140.5920487385769
ME0030600,South Portland,Maine,2019,violent-crime,25606,23,49,191.3613996719519
ME0030600,South Portland,Maine,2020,violent-crime,25606,18,33,128.87604467702883
ME0030600,South Portland,Maine,2021,violent-crime,25606,26,55,214.79340779504804
ME0030600,South Portland,Maine,2022,violent-crime,25606,18,43,167.92939154885573
MA0091100,Cambridge,Massachusetts,2018,violent-crime,118977,166,343,288.291014229641
MA0091100,Cambridge,Massachusetts,2019,violent-crime,118977,139,334,280.726526975802
MA0091100,Cambridge,Massachusetts,2020,violent-crime,118977,167,341,286.61001706212124
MA0091100,Cambridge,Massachusetts,2021,violent-crime,118977,154,372,312.66547315867774
MA0091100,Cambridge,Massachusetts,2022,violent-crime,118977,165,475,399.23682728594605
MI5076500,Sterling Heights,Michigan,2018,violent-crime,132964,135,240,180.49998495833458
MI5076500,Sterling Heights,Michigan,2019,violent-crime,132964,115,174,130.86248909479258
MI5076500,Sterling Heights,Michigan,2020,violent-crime,132964,160,236,177.49165187569568
MI5076500,Sterling Heights,Michigan,2021,violent-crime,132964,137,241,181.25206822899432
MI5076500,Sterling Heights,Michigan,2022,violent-crime,132964,99,272,204.56664961944585
MN0690600,Duluth,Minnesota,2018,violent-crime,85884,188,308,358.62325927995903
MN0690600,Duluth,Minnesota,2019,violent-crime,85884,184,293,341.15784080853246
MN0690600,Duluth,Minnesota,2020,violent-crime,85884,128,258,300.4051977085371
MN0690600,Duluth,Minnesota,2021,violent-crime,85884,97,325,378.4174002142425
MN0690600,Duluth,Minnesota,2022,violent-crime,85884,86,249,289.92594662568115
MS0240100,Biloxi,Mississippi,2018,violent-crime,45968,39,167,363.296206056387
MS0240100,Biloxi,Mississippi,2019,violent-crime,45968,79,190,413.33101287852423
MS0240100,Biloxi,Mississippi,2020,violent-crime,45968,66,186,404.62930734423946
MS0240100,Biloxi,Mississippi,2021,violent-crime,45968,74,181,393.7521754263836
MS0240100,Biloxi,Mississippi,2022,violent-crime,45968,20,43,93.54333449356074
MO0100200,Columbia,Missouri,2018,violent-crime,123180,148,446,362.07176489689886
MO0100200,Columbia,Missouri,2019,violent-crime,123180,138,404,327.9753206689398
MO0100200,Columbia,Missouri,2020,violent-crime,123180,204,570,462.7374573794447
MO0100200,Columbia,Missouri,2021,violent-crime,123180,242,645,523.6239649293716
MO0100200,Columbia,Missouri,2022,violent-crime,123180,269,603,489.5275207014126
MT0160100,Bozeman,Montana,2018,violent-crime,48532,45,112,230.7755707574384
MT0160100,Bozeman,Montana,2019,violent-crime,48532,55,151,311.1349212890464
MT0160100,Bozeman,Montana,2020,violent-crime,48532,99,168,346.1633561361576
MT0160100,Bozeman,Montana,2021,violent-crime,48532,83,194,399.73625649056294
MT0160100,Bozeman,Montana,2022,violent-crime,48532,85,166,342.0423638012033
NB0400100,Grand Island,Nebraska,2018,violent-crime,51478,166,240,466.2185788103656
NB0400100,Grand Island,Nebraska,2019,violent-crime,51478,158,237,460.3908465752361
NB0400100,Grand Island,Nebraska,2020,violent-crime,51478,143,216,419.596720929329
NB0400100,Grand Island,Nebraska,2021,violent-crime,51478,130,172,334.12331481409535
NB0400100,Grand Island,Nebraska,2022,violent-crime,51478,133,210,407.9412564590699
NV0020200,North Las Vegas,Nevada,2018,violent-crime,246133,1071,2386,969.3945956048153
NV0020200,North Las Vegas,Nevada,2019,violent-crime,246133,1159,2322,943.3923935433281
NV0020200,North Las Vegas,Nevada,2020,violent-crime,246133,542,1339,544.014821255175
NV0020200,North Las Vegas,Nevada,2021,violent-crime,246133,387,1094,444.4751414885448
NV0020200,North Las Vegas,Nevada,2022,violent-crime,246133,428,1199,487.13500424567206
NH0090400,Dover,New Hampshire,2018,violent-crime,31771,22,37,116.45840546410247
NH0090400,Dover,New Hampshire,2019,violent-crime,31771,15,26,81.83563627207201
NH0090400,Dover,New Hampshire,2020,violent-crime,31771,23,24,75.54058732806648
NH0090400,Dover,New Hampshire,2021,violent-crime,31771,14,23,72.39306285606371
NH0090400,Dover,New Hampshire,2022,violent-crime,31771,3,13,40.917818136036004
NJ0200400,Elizabeth,New Jersey,2018,violent-crime,128885,207,897,695.9692749350196
NJ0200400,Elizabeth,New Jersey,2019,violent-crime,128885,292,926,718.469953834814
NJ0200400,Elizabeth,New Jersey,2020,violent-crime,128885,291,774,600.5353609807192
NJ0200400,Elizabeth,New Jersey,2021,violent-crime,128885,204,642,498.11847771268964
NJ0200400,Elizabeth,New Jersey,2022,violent-crime,128885,213,644,499.6702486712961
NM0260100,Santa Fe,New Mexico,2018,violent-crime,94528,84,333,352.2765741367637
NM0260100,Santa Fe,New Mexico,2019,violent-crime,94528,76,337,356.508124576845
NM0260100,Santa Fe,New Mexico,2020,violent-crime,94528,144,393,415.7498307379824
NM0260100,Santa Fe,New Mexico,2021,violent-crime,94528,231,785,830.4417738659444
NM0260100,Santa Fe,New Mexico,2022,violent-crime,94528,191,819,866.409952606635
NY0270100,Rochester,New York,2018,violent-crime,211328,744,1615,764.2148697758934
NY0270100,Rochester,New York,2019,violent-crime,211328,762,1540,728.725015142338
NY0270100,Rochester,New York,2020,violent-crime,211328,740,1680,794.9727437916415
NY0270100,Rochester,New York,2021,violent-crime,211328,684,1589,751.9117201695942
NY0270100,Rochester,New York,2022,violent-crime,211328,699,1538,727.7786190187766
NC0320100,Durham,North Carolina,2018,violent-crime,278547,668,1963,704.7284659321407
NC0320100,Durham,North Carolina,2019,violent-crime,278547,572,2050,735.9619741013186
NC0320100,Durham,North Carolina,2020,violent-crime,278547,565,2452,880.2823221933821
NC0320100,Durham,North Carolina,2021,violent-crime,278547,674,2169,778.6836691832976
NC0320100,Durham,North Carolina,2022,violent-crime,278547,536,1968,706.5234951372659
ND0510200,Minot,North Dakota,2018,violent-crime,47340,62,135,285.171102661597
ND0510200,Minot,North Dakota,2019,violent-crime,47340,59,133,280.9463455851288
ND0510200,Minot,North Dakota,2020,violent-crime,47340,85,158,333.7558090409802
ND0510200,Minot,North Dakota,2021,violent-crime,47340,66,130,274.60920997042666
ND0510200,Minot,North Dakota,2022,violent-crime,47340,73,141,297.84537389100126
OH0480700,Toledo,Ohio,2018,violent-crime,273782,828,2539,927.380178390106
OH0480700,Toledo,Ohio,2019,violent-crime,273782,809,2643,965.3666055474794
OH0480700,Toledo,Ohio,2020,violent-crime,273782,799,2830,1033.669123609295
OH0480700,Toledo,Ohio,2021,violent-crime,273782,820,2969,1084.4394445215537
OH0480700,Toledo,Ohio,2022,violent-crime,273782,921,3105,1134.114003111965
OK0720100,Broken Arrow,Oklahoma,2018,violent-crime,109471,66,156,142.50349407605668
OK0720100,Broken Arrow,Oklahoma,2019,violent-crime,109471,55,138,126.06078322112705
OK0720100,Broken Arrow,Oklahoma,2020,violent-crime,109471,102,192,175.3889157859159
OK0720100,Broken Arrow,Oklahoma,2021,violent-crime,109471,51,179,163.51362461291117
OK0720100,Broken Arrow,Oklahoma,2022,violent-crime,109471,75,185,168.99452823122104
OR0260100,Gresham,Oregon,2018,violent-crime,110158,192,480,435.7377584923473
OR0260100,Gresham,Oregon,2019,violent-crime,110158,230,497,451.1701374389513
OR0260100,Gresham,Oregon,2020,violent-crime,110158,229,527,478.40374734472306
OR0260100,Gresham,Oregon,2021,violent-crime,110158,208,504,457.5246464169647
OR0260100,Gresham,Oregon,2022,violent-crime,110158,161,485,440.27669347664266
PA0250200,Erie,Pennsylvania,2018,violent-crime,96471,137,299,309.9377014854205
PA0250200,Erie,Pennsylvania,2019,violent-crime,96471,230,476,493.41252811725803
PA0250200,Erie,Pennsylvania,2020,violent-crime,96471,468,856,887.3132858579262
PA0250200,Erie,Pennsylvania,2021,violent-crime,96471,42,107,110.91416073224077
PA0250200,Erie,Pennsylvania,2022,violent-crime,96471,258,567,587.7413937867339
RI0040800,Pawtucket,Rhode Island,2018,violent-crime,71847,197,319,443.99905354433724
RI0040800,Pawtucket,Rhode Island,2019,violent-crime,71847,163,294,409.20288947346444
RI0040800,Pawtucket,Rhode Island,2020,violent-crime,71847,179,291,405.02734978495965
RI0040800,Pawtucket,Rhode Island,2021,violent-crime,71847,183,323,449.5664397956769
RI0040800,Pawtucket,Rhode Island,2022,violent-crime,71847,132,215,299.2470110095063
SC0100300,Mount Pleasant,South Carolina,2018,violent-crime,90801,101,138,151.98070505831433
SC0100300,Mount Pleasant,South Carolina,2019,violent-crime,90801,78,105,115.63749297915221
SC0100300,Mount Pleasant,South Carolina,2020,violent-crime,90801,74,101,111.23225515137499
SC0100300,Mount Pleasant,South Carolina,2021,violent-crime,90801,48,89,98.0165416680433
SC0100300,Mount Pleasant,South Carolina,2022,violent-crime,90801,59,119,131.05582537637252
SD0050100,Brookings,South Dakota,2018,violent-crime,24509,24,46,187.68615610592028
SD0050100,Brookings,South Dakota,2019,violent-crime,24509,26,54,220.32722673303684
SD0050100,Brookings,South Dakota,2020,violent-crime,24509,19,38,155.0450854788037
SD0050100,Brookings,South Dakota,2021,violent-crime,24509,11,27,110.16361336651842
SD0050100,Brookings,South Dakota,2022,violent-crime,24509,15,42,171.365620792362
TN0330100,Chattanooga,Tennessee,2018,violent-crime,180557,679,1875,1038.4532308356918
TN0330100,Chattanooga,Tennessee,2019,violent-crime,180557,754,1928,1067.8068421606472
TN0330100,Chattanooga,Tennessee,2020,violent-crime,180557,814,2456,1360.2352719639782
TN0330100,Chattanooga,Tennessee,2021,violent-crime,180557,762,2454,1359.1275885177533
TN0330100,Chattanooga,Tennessee,2022,violent-crime,180557,490,2077,1150.3292589043901
TX2270100,Austin,Texas,2018,violent-crime,993649,1477,3720,374.3776725986742
TX2270100,Austin,Texas,2019,violent-crime,993649,1568,4097,412.31863565504517
TX2270100,Austin,Texas,2020,violent-crime,993649,1726,4759,478.9417591121211
TX2270100,Austin,Texas,2021,violent-crime,993649,2055,5051,508.328393627931
TX2270100,Austin,Texas,2022,violent-crime,993649,2274,5215,524.8332157532489
UT0180600,West Jordan,Utah,2018,violent-crime,116046,106,302,260.2416283198042
UT0180600,West Jordan,Utah,2019,violent-crime,116046,154,269,231.804629198766
UT0180600,West Jordan,Utah,2020,violent-crime,116046,114,296,255.07126484325184
UT0180600,West Jordan,Utah,2021,violent-crime,116046,125,300,258.5181738276201
UT0180600,West Jordan,Utah,2022,violent-crime,116046,178,386,332.6267169915379
VT0110200,Rutland,Vermont,2018,violent-crime,15807,58,70,442.8417789586892
VT0110200,Rutland,Vermont,2019,violent-crime,15807,45,67,423.8628455747454
VT0110200,Rutland,Vermont,2020,violent-crime,15807,37,50,316.3155563990637
VT0110200,Rutland,Vermont,2021,violent-crime,15807,52,75,474.4733345985955
VT0110200,Rutland,Vermont,2022,violent-crime,15807,53,76,480.7996457265768
VA1220000,Richmond,Virginia,2018,violent-crime,228783,556,1196,522.7661146151593
VA1220000,Richmond,Virginia,2019,violent-crime,228783,381,1071,468.12918792043115
VA1220000,Richmond,Virginia,2020,violent-crime,228783,273,824,360.16662077164824
VA1220000,Richmond,Virginia,2021,violent-crime,228783,232,879,384.20686851732864
VA1220000,Richmond,Virginia,2022,violent-crime,228783,113,818,357.54404829030125
WA0060300,Vancouver,Washington,2018,violent-crime,183012,280,833,455.1614101807532
WA0060300,Vancouver,Washington,2019,violent-crime,183012,342,891,486.8533210936988
WA0060300,Vancouver,Washington,2020,violent-crime,183012,335,915,499.96721526457276
WA0060300,Vancouver,Washington,2021,violent-crime,183012,195,1117,610.3424912027626
WA0060300,Vancouver,Washington,2022,violent-crime,183012,333,1229,671.5406640001748
WV0540100,Parkersburg,West Virginia,2018,violent-crime,29675,59,185,623.4203875315923
WV0540100,Parkersburg,West Virginia,2019,violent-crime,29675,26,109,367.312552653749
WV0540100,Parkersburg,West Virginia,2020,violent-crime,29675,34,106,357.20303285593934
WV0540100,Parkersburg,West Virginia,2021,violent-crime,29675,50,131,441.44903117101944
WV0540100,Parkersburg,West Virginia,2022,violent-crime,29675,48,129,434.70935130581296
WI0300100,Kenosha,Wisconsin,2018,violent-crime,100164,166,338,337.446587596342
WI0300100,Kenosha,Wisconsin,2019,violent-crime,100164,136,311,310.4907950960425
WI0300100,Kenosha,Wisconsin,2020,violent-crime,100164,219,398,397.3483487081187
WI0300100,Kenosha,Wisconsin,2021,violent-crime,100164,220,360,359.4105666706601
WI0300100,Kenosha,Wisconsin,2022,violent-crime,100164,251,393,392.3565352821373
WY0030100,Gillette,Wyoming,2018,violent-crime,31903,35,56,175.53208162241796
WY0030100,Gillette,Wyoming,2019,violent-crime,31903,27,43,134.78356267435666
WY0030100,Gillette,Wyoming,2020,violent-crime,31903,42,61,191.20458891013385
WY0030100,Gillette,Wyoming,2021,violent-crime,31903,33,64,200.60809328276338
WY0030100,Gillette,Wyoming,2022,violent-crime,31903,52,105,329.1226530420337
AL0630100,Tuscaloosa,Alabama,2018,violent-crime,99600,300,514,516.0642570281125
AL0630100,Tuscaloosa,Alabama,2019,violent-crime,99600,169,368,369.47791164658634
AL0630100,Tuscaloosa,Alabama,2020,violent-crime,99600,114,356,357.429718875502
AL0630100,Tuscaloosa,Alabama,2021,violent-crime,99600,82,222,222.89156626506025
AL0630100,Tuscaloosa,Alabama,2022,violent-crime,99600,382,646,648.5943775100402
AK0010900,Sitka,Alaska,2018,violent-crime,8647,23,21,242.85879495778883
AK0010900,Sitka,Alaska,2019,violent-crime,8647,11,16,185.0352723487915
AK0010900,Sitka,Alaska,2020,violent-crime,8647,22,23,265.98820400138777
AK0010900,Sitka,Alaska,2021,violent-crime,8647,1,3,34.6941135653984
AK0010900,Sitka,Alaska,2022,violent-crime,8647,5,8,92.51763617439575
AZ0072500,Scottsdale,Arizona,2018,violent-crime,255310,196,422,165.2892561983471
AZ0072500,Scottsdale,Arizona,2019,violent-crime,255310,157,415,162.5474912851044
AZ0072500,Scottsdale,Arizona,2020,violent-crime,255310,246,470,184.08992988915438
AZ0072500,Scottsdale,Arizona,2021,violent-crime,255310,229,537,210.33253691590613
AZ0072500,Scottsdale,Arizona,2022,violent-crime,255310,169,385,150.79707022834984
AR0160100,Jonesboro,Arkansas,2018,violent-crime,78576,225,427,543.4229281205457
AR0160100,Jonesboro,Arkansas,2019,violent-crime,78576,282,537,683.4147831398901
AR0160100,Jonesboro,Arkansas,2020,violent-crime,78576,397,644,819.5886784768886
AR0160100,Jonesboro,Arkansas,2021,violent-crime,78576,347,591,752.1380574221137
AR0160100,Jonesboro,Arkansas,2022,violent-crime,78576,328,516,656.6890653634697
CA0100500,Fresno,California,2018,violent-crime,530093,1391,2953,557.0720609402501
CA0100500,Fresno,California,2019,violent-crime,530093,1293,2457,463.50357390118336
CA0100500,Fresno,California,2020,violent-crime,530093,1436,3560,671.5802698771726
CA0100500,Fresno,California,2021,violent-crime,530093,1436,4921,928.3276708049343
CA0100500,Fresno,California,2022,violent-crime,530093,1553,4732,892.6735497356125
CO0300400,Lakewood,Colorado,2018,violent-crime,156798,472,1036,660.7227132999146
CO0300400,Lakewood,Colorado,2019,violent-crime,156798,460,842,536.9966453653745
CO0300400,Lakewood,Colorado,2020,violent-crime,156798,481,927,591.2065204913328
CO0300400,Lakewood,Colorado,2021,violent-crime,156798,527,1097,699.6262707432493
CO0300400,Lakewood,Colorado,2022,violent-crime,156798,550,1278,815.0614165997015
CT0015100,Waterbury,Connecticut,2018,violent-crime,114403,208,483,422.1917257414578
CT0015100,Waterbury,Connecticut,2019,violent-crime,114403,174,330,288.45397410907054
CT0015100,Waterbury,Connecticut,2020,violent-crime,114403,191,404,353.13759254565
CT0015100,Waterbury,Connecticut,2021,violent-crime,114403,150,367,320.7957833273603
CT0015100,Waterbury,Connecticut,2022,violent-crime,114403,153,442,386.35350471578545
DE0010300,Smyrna,Delaware,2018,violent-crime,11580,34,50,431.77892918825563
DE0010300,Smyrna,Delaware,2019,violent-crime,11580,19,32,276.33851468048357
DE0010300,Smyrna,Delaware,2020,violent-crime,11580,38,49,423.14335060449054
DE0010300,Smyrna,Delaware,2021,violent-crime,11580,35,62,535.405872193437
DE0010300,Smyrna,Delaware,2022,violent-crime,11580,33,69,595.8549222797927
FL0521400,St. Petersburg,Florida,2018,violent-crime,258308,539,1660,642.6436657014107
FL0521400,St. Petersburg,Florida,2019,violent-crime,258308,551,1594,617.092772968704
FL0521400,St. Petersburg,Florida,2020,violent-crime,258308,526,1772,686.0027563993373
FL0521400,St. Petersburg,Florida,2022,violent-crime,258308,53,1622,627.9325456431857
ID0140100,Caldwell,Idaho,2018,violent-crime,56541,145,183,323.65893776197805
ID0140100,Caldwell,Idaho,2019,violent-crime,56541,151,205,362.56875541642347
ID0140100,Caldwell,Idaho,2020,violent-crime,56541,165,205,362.56875541642347
ID0140100,Caldwell,Idaho,2021,violent-crime,56541,106,165,291.8236324083408
ID0140100,Caldwell,Idaho,2022,violent-crime,56541,147,297,525.2825383350136
IL1010400,Rockford,Illinois,2018,violent-crime,146526,971,2045,1395.6567435130967
IL1010400,Rockford,Illinois,2019,violent-crime,146526,884,1720,1173.8531045684724
IL1010400,Rockford,Illinois,2020,violent-crime,146526,807,2111,1440.6999440372356
IL1010400,Rockford,Illinois,2021,violent-crime,146526,644,2219,1514.4069994403724
IL1010400,Rockford,Illinois,2022,violent-crime,146526,749,2098,1431.8277984794506
IN0290100,Carmel,Indiana,2018,violent-crime,99329,23,43,43.290479114860716
IN0290100,Carmel,Indiana,2019,violent-crime,99329,19,27,27.182393862819517
IN0290100,Carmel,Indiana,2020,violent-crime,99329,28,55,55.371543053891614
IN0290100,Carmel,Indiana,2021,violent-crime,99329,28,50,50.337766412628746
IN0290100,Carmel,Indiana,2022,violent-crime,99329,45,66,66.44585166466993
IA0520200,Iowa City,Iowa,2018,violent-crime,76290,77,173,226.76628653820947
IA0520200,Iowa City,Iowa,2019,violent-crime,76290,87,174,228.0770743216673
IA0520200,Iowa City,Iowa,2020,violent-crime,76290,101,154,201.86131865251016
IA0520200,Iowa City,Iowa,2021,violent-crime,76290,129,243,318.52143138025957
IA0520200,Iowa City,Iowa,2022,violent-crime,76290,119,197,258.22519334119806
KS0890100,Topeka,Kansas,2018,violent-crime,125904,282,766,608.4000508323802
KS0890100,Topeka,Kansas,2019,violent-crime,125904,386,895,710.8590672258229
KS0890100,Topeka,Kansas,2020,violent-crime,125904,28,94,74.66005845723727
KS0890100,Topeka,Kansas,2021,violent-crime,125904,388,1075,853.825136612022
KS0890100,Topeka,Kansas,2022,violent-crime,125904,502,1211,961.8439445927055
KY0590100,Covington,Kentucky,2018,violent-crime,40366,75,167,413.7145122132487
KY0590100,Covington,Kentucky,2019,violent-crime,40366,94,190,470.6931576078878
KY0590100,Covington,Kentucky,2020,violent-crime,40366,93,156,386.46385572016055
KY0590100,Covington,Kentucky,2021,violent-crime,40366,63,138,341.8718723678343
KY0590100,Covington,Kentucky,2022,violent-crime,40366,50,109,270.0292325224199
LA0100200,Lake Charles,Louisiana,2018,violent-crime,78001,163,575,737.1700362815861
LA0100200,Lake Charles,Louisiana,2019,violent-crime,78001,94,413,529.4803912770349
LA0100200,Lake Charles,Louisiana,2020,violent-crime,78001,127,410,525.6342867399136
LA0100200,Lake Charles,Louisiana,2021,violent-crime,78001,134,449,575.6336457224908
LA0100200,Lake Charles,Louisiana,2022,violent-crime,78001,172,485,621.7869001679466
ME0010100,Auburn,Maine,2018,violent-crime,23196,34,47,202.62114157613382
ME0010100,Auburn,Maine,2019,violent-crime,23196,24,34,146.57699603379893
ME0010100,Auburn,Maine,2020,violent-crime,23196,31,46,198.31005345749267
ME0010100,Auburn,Maine,2021,violent-crime,23196,36,51,219.8654940506984
ME0010100,Auburn,Maine,2022,violent-crime,23196,25,40,172.4435247456458
MA0092600,Lowell,Massachusetts,2018,violent-crime,111670,244,367,328.6469060625056
MA0092600,Lowell,Massachusetts,2019,violent-crime,111670,286,405,362.67574102265604
MA0092600,Lowell,Massachusetts,2020,violent-crime,111670,225,350,313.4234798961225
MA0092600,Lowell,Massachusetts,2021,violent-crime,111670,252,366,327.75141040565956
MA0092600,Lowell,Massachusetts,2022,violent-crime,111670,289,455,407.4505238649592
MI8121800,Ann Arbor,Michigan,2018,violent-crime,121890,135,282,231.3561407826729
